complex_name,protein1_file,protein2_file,elapsed_seconds,physical_ring1_mean,physical_ring1_uncertainty,physical_ring2_mean,physical_ring2_uncertainty,physical_ring3_mean,physical_ring3_uncertainty,physical_ring4_mean,physical_ring4_uncertainty,physical_ring5_mean,physical_ring5_uncertainty,physical_ring6_mean,physical_ring6_uncertainty,physical_ring7_mean,physical_ring7_uncertainty,physical_ring8_mean,physical_ring8_uncertainty,physical_ring9_mean,physical_ring9_uncertainty,physical_ring10_mean,physical_ring10_uncertainty,zernike_ring1_mean,zernike_ring1_uncertainty,zernike_ring2_mean,zernike_ring2_uncertainty,zernike_ring3_mean,zernike_ring3_uncertainty,zernike_ring4_mean,zernike_ring4_uncertainty,zernike_ring5_mean,zernike_ring5_uncertainty,zernike_ring6_mean,zernike_ring6_uncertainty,zernike_ring7_mean,zernike_ring7_uncertainty,zernike_ring8_mean,zernike_ring8_uncertainty,zernike_ring9_mean,zernike_ring9_uncertainty,zernike_ring10_mean,zernike_ring10_uncertainty,gyration_radius,gyration_radius_note,flatness,PC3,roughness,scalar_prod,scalar_prod_uncertainty,summary_type
1A6D,1A6D_A.pdb,1A6D_B.pdb,120.062518166,,,,,14.24574061581814,1.2705619276293294,19.790977098130277,1.2541345737212004,26.054042342069966,1.7115426243379133,36.866411011229104,2.0159725670560293,39.35328568632426,2.735476495379405,47.38176671434747,3.250081998572653,48.94268174940222,4.005366252596849,30.876402600517064,4.514476879979571,,,,,2.492320207292637,0.19522226703255943,2.6245202375243624,0.1676298937681776,2.3617676558677307,0.07933186190935716,2.5257470310042134,0.08568402155440796,2.5380844964022238,0.08481041380768281,2.506512660505063,0.08397792553413516,2.3385720927191533,0.08960316883178625,1.6378316257218308,0.06549117096015247,29.047177126495306,pdb_mean,0.11019614668681256,-0.03933653147778926,4.371895588250383,-0.20872620224719102,0.02093738298324275,normal
1A0H,1A0H_D.pdb,1A0H_E.pdb,122.85170474399999,4.201186791222693,0.6254467276043995,6.122426503897356,0.3073328709755266,10.560183293979021,0.409465946556682,15.338210786232137,0.5030850654731684,19.033966326795422,0.7718262688566326,23.416870991045258,0.9406991136981885,23.884341331750797,1.1876275444037456,28.708429967131188,1.3181894788093547,31.72385805335151,1.494000093812299,36.48630474814356,2.8131757447789627,2.3759077181639174,0.12512058500249343,2.209728298556291,0.06438872757805025,2.1248268428424093,0.050646474484211626,2.3342185925489485,0.07054794452516361,2.5800611167071628,0.08933158967272047,2.421006514508395,0.07921218598860076,2.5549159664545718,0.0823878343077685,2.9429527879473234,0.07939055351602711,3.3004417767216627,0.11539826764853123,4.087732405665631,0.1683457354965043,20.48800581571512,pdb_mean,0.33069293157827995,0.048547526447879574,6.970325772023669,-0.05891675874547648,0.020013279616422158,normal
1A79,1A79_B.pdb,1A79_C.pdb,125.840784987,2.842921802686023,0.14555783163423497,5.509356416267285,0.2502139175436927,9.275296785878364,0.3369428497216255,11.872120565835836,0.5108434053113331,13.865247431784255,0.5887006390159424,15.77107136776374,0.7066998951800562,20.03823667272285,0.8460939714145768,22.441853106101256,1.0180705593324695,29.058298594850193,1.002497622871951,31.287314293815022,1.0762120947523683,1.4510745091786181,0.04319927112426998,1.6298346120829814,0.0323024150873566,1.8401472992802526,0.054003124406437765,2.262810353519784,0.06924671891298169,2.212647310411219,0.05876308394641526,2.3303426029528245,0.0700085451826247,2.7126388896756377,0.0806178359141225,3.204086058495317,0.07873461607957158,2.9783329234071085,0.09823576514712862,2.0440662466198067,0.11717496191694216,17.34832056388086,pdb_mean,0.1749314199378674,-0.10277764841874482,3.4652329103424497,-0.2550240145089286,0.017562499758869983,normal
1A22,1A22_A.pdb,1A22_B.pdb,129.341353207,2.461561922631436,0.1907397113995924,6.232640382003578,0.2683982229075043,9.80688671272354,0.4598003085860459,14.327146192985328,0.6001275940495127,19.124976925868506,0.7138935794484706,20.42376831895145,0.9315384542548448,21.06618165710888,1.2303844753854745,25.15598818852641,1.5446536643054867,23.53291374008929,1.9775298636035565,5.923079477362422,0.21564397682683237,1.551337225434514,0.05097037613152372,1.7728192694516214,0.045900413898257726,1.9036048079985526,0.05183195328890659,1.8622145063376354,0.05970978525670273,2.120463758082309,0.08147564849352498,2.3978569299247927,0.08435663140437015,2.212385290929661,0.07885674644888258,2.567389428679278,0.09633064526506634,2.489371392296787,0.10169518823592867,1.9395516278026876,0.08120829943869874,19.310621578631846,pdb_mean,0.29789264954290395,-0.015862260663155325,4.762819913799683,-0.21408140468227427,0.018421249324423464,normal
1A2A,1A2A_C.pdb,1A2A_D.pdb,129.330530196,1.9492908540455662,0.14095056222918334,4.897301285179157,0.2569680347822302,8.708128958605782,0.3652175817552398,11.025825207979267,0.47589164640925474,14.480009951021211,0.5618492993994242,15.874125421916625,0.6783445152027539,18.106046862501657,0.8808790568843803,24.386805227059902,0.9430510118674817,28.020992596363374,1.0251493478382532,33.227370714699816,1.3027559423524715,1.5183295379577728,0.05179754055265064,1.9809564883825637,0.059734449056995494,2.5457313588349577,0.12410348347014517,2.6441668298816006,0.09735203119556808,2.3855909403665048,0.06770480494880468,2.512847233368962,0.08268739295227581,2.6429156629248003,0.0998551337383956,2.790291303853235,0.11397261593835732,2.0480521598511103,0.0710857163314557,1.8880041670736218,0.0999560785273239,14.459084814290435,pdb_mean,0.09953457587715392,-0.04675671845110352,2.6077813587118945,-0.19945802488687783,0.018093672411954302,normal
1A6J,1A6J_A.pdb,1A6J_B.pdb,129.398378774,2.3141812973522913,0.14091305049349762,4.601819542836277,0.22525828911095416,7.037401436892454,0.3318611220489686,10.483305717668465,0.483071523134652,13.415126947953121,0.5544390443885097,15.238421322447858,0.6641905130852058,17.511200121370123,0.7853661530373177,19.87836000057763,1.011817248977121,22.222493810957477,1.3246647295739926,31.70474977693629,2.2514846797778425,1.4855429799068907,0.031193593411524428,1.96669995786346,0.05927911544072495,2.0825105726716138,0.0668721276390076,2.3494132983836113,0.07784037980457077,2.337035245900136,0.07556151146348795,2.2432365342970364,0.06725734057470763,2.462470391534529,0.07790710985972607,3.212145831996236,0.12354735180539056,3.329087339202813,0.0959511590252686,3.664586413925056,0.23296584971272297,14.553074062979432,pdb_mean,0.1448926034919729,-0.0171751522570065,3.009972160356979,-0.2170744109589041,0.018836272589929426,normal
1A0G,1A0G_A.pdb,1A0G_B.pdb,135.32721724200002,2.8315123864784413,0.17108833890188224,7.043441874934434,0.3035164194090932,10.418591889977495,0.3904619252263485,13.864754401156171,0.5319326420829423,16.145634544766725,0.7264366611028775,21.6749770442225,0.7173903411251589,24.61790505499649,0.9226180898010107,26.072499005783513,1.1451445863605556,31.790547076693898,1.1937526632241022,32.96336778721534,1.8773249886830332,1.489067381284497,0.029824565197384658,2.0293969408080503,0.08255653828524159,2.5475063727921468,0.07817125519542557,2.5586325843453963,0.08374785267931695,2.466058787117918,0.09447829328555149,2.4111253023428607,0.09331531399489934,2.490871982944737,0.08076335304117777,2.6049077977060153,0.09722765543300178,2.7181579325317116,0.09323554780727082,1.9446040980687134,0.10460196244052583,19.94233642916285,pdb_mean,0.30807234046765886,-0.004897599986309897,5.630450597459172,-0.1240473020063358,0.018650334177426914,normal
1A2W,1A2W_A.pdb,1A2W_B.pdb,135.346849808,7.358322511176323,0.4843945599470047,9.999110060843215,0.4624531961154704,13.294296680399707,0.578528290635637,19.215000309335043,0.7299328267299127,19.891315118527114,1.097597147424726,23.775143576468658,1.408501480578178,28.97358135555612,1.6953822816816586,29.72146250963289,2.2258900397312114,32.572967001438286,2.627854858281573,59.21244191312948,2.251175797073153,2.2674250217433065,0.07000539224807441,2.417485471041355,0.07304225419973565,2.0580115759016975,0.057033403973930044,2.1284255982581226,0.06699629799892212,2.313648037413505,0.06826839380673168,2.6316098795124465,0.08301794114830092,2.681311923013002,0.07535645765366535,2.5830737680174747,0.07609333307168661,2.1782386976844124,0.06341171542276655,1.3916713299587444,0.06649745003476538,19.059059192832446,pdb_mean,0.4293310131966267,0.010817850099559328,5.352857010029679,-0.10039249270833332,0.01896249931898596,normal
1A99,1A99_C.pdb,1A99_D.pdb,125.36212215699999,1.1668023094323263,0.14749898826282407,3.8711468746167665,0.21418574193173479,6.775984178356811,0.28893015649651643,9.142221775543508,0.36284817720102586,12.298256874431447,0.49889683768441734,14.01717429622545,0.5626601218493819,15.824982137034825,0.6945138336830003,19.190577431124648,0.8512271876647729,21.61664583382028,0.955388375027067,15.678746104905072,2.0890045552814387,1.0879761842437492,0.048508145602335864,1.3360455400262592,0.03609557046621505,1.5201218248035986,0.036939533955233556,1.755017720632311,0.040691326688740044,2.117096728517877,0.058815249518712906,2.5595930617061855,0.07395971533609444,2.7437136366227177,0.0842733013379193,2.5116943573295174,0.09865724010875401,1.4504127805779712,0.053645460393198986,1.2783318159229775,0.08038535345999935,20.053855346269778,pdb_mean,0.07144595474271973,-0.0027409190015552642,1.930758429365307,-0.3951796678529062,0.018009861344642483,normal
1AA7,1AA7_A.pdb,1AA7_B.pdb,124.19151271400003,2.9971250453621443,0.19456874056960818,5.576820670098286,0.2652411484169075,7.989125099722782,0.34046650350642904,10.062449247195723,0.4734930038800321,13.098801924172074,0.5686449777499687,14.898272745638485,0.7529699383415761,19.464478927841,0.8254024293519733,21.61749425956853,1.075507308567936,23.031725724102316,1.228897547147667,26.396430599466626,1.4351695490012064,2.392800942329734,0.10225905674820876,2.6211653909833292,0.10705664036248315,2.0836006011807844,0.07318902829358401,2.051657262975863,0.05751585023694854,1.8320016973468747,0.05572429625290852,2.1522195562294044,0.06508919526663912,2.8939896930525286,0.100298651314363,2.498139752384491,0.07968597304172356,2.321329045944336,0.07449230947788048,1.6700657722298689,0.09698734316526825,14.8064243048044,pdb_mean,0.08385465570480921,0.015493428750310678,2.4420238525094327,-0.27785390997830806,0.01834373378911915,normal
