complex_name,protein1_file,protein2_file,elapsed_seconds,physical_ring1_mean,physical_ring1_uncertainty,physical_ring2_mean,physical_ring2_uncertainty,physical_ring3_mean,physical_ring3_uncertainty,physical_ring4_mean,physical_ring4_uncertainty,physical_ring5_mean,physical_ring5_uncertainty,physical_ring6_mean,physical_ring6_uncertainty,physical_ring7_mean,physical_ring7_uncertainty,physical_ring8_mean,physical_ring8_uncertainty,physical_ring9_mean,physical_ring9_uncertainty,physical_ring10_mean,physical_ring10_uncertainty,zernike_ring1_mean,zernike_ring1_uncertainty,zernike_ring2_mean,zernike_ring2_uncertainty,zernike_ring3_mean,zernike_ring3_uncertainty,zernike_ring4_mean,zernike_ring4_uncertainty,zernike_ring5_mean,zernike_ring5_uncertainty,zernike_ring6_mean,zernike_ring6_uncertainty,zernike_ring7_mean,zernike_ring7_uncertainty,zernike_ring8_mean,zernike_ring8_uncertainty,zernike_ring9_mean,zernike_ring9_uncertainty,zernike_ring10_mean,zernike_ring10_uncertainty,gyration_radius,gyration_radius_note,flatness,roughness,roughness_uncertainty,scalar_prod,scalar_prod_uncertainty,summary_type
1A0H,1A0H_D.pdb,1A0H_E.pdb,580.4154775299994,2.8940921409375986,0.3895707784190814,3.450260446482892,0.3497921404855665,4.502195789887963,0.41859875940898955,4.228865011548174,0.3546948407373405,5.183513170026946,0.44644588687260944,5.920198877294835,0.5094576191282063,6.602381334643633,0.5877261807943976,5.461777510215246,0.467204843321734,6.432569180408595,0.5309306939967665,27.814566887469162,3.120055849299631,2.372191933378366,0.09662652318743883,2.1591175811948147,0.0799035787854888,2.0105061516364278,0.06630033703185596,2.0247908737372997,0.06293077169840507,2.186982499808355,0.08431003044356213,2.323843639722952,0.08783744712167617,2.559828545131862,0.1090145944506746,2.978179817488806,0.11563630448026486,3.2733247928544125,0.1217834521790767,3.4385073018400623,0.2155313857378558,20.48800581571512,pdb_mean,0.33069293157828056,1.5835467167891175,0.019504141847060452,-0.13995047120741191,0.023592027099922017,weighted
1A0H,1A0H_D.pdb,1A0H_E.pdb,580.4154775299994,2.8517942057108767,0.3899432757853424,3.3110207217358463,0.30793389262080967,4.8974014952635745,0.38739105257876283,4.240451757497264,0.35094460370848357,5.143518562092705,0.42565737646073065,6.428616323166534,0.54397093384096,7.114618643765864,0.5999054829912976,5.785043072356358,0.4810370457707552,6.616250096139482,0.45681180413526556,31.876816884763578,2.452335154667224,2.315057483393894,0.09296657305292237,2.2632823491765692,0.07384039039731519,2.104956876003259,0.06266289125195836,2.031206743152125,0.06080660486684077,2.1749638583906985,0.08043832899460268,2.3516732228311885,0.0872098313047767,2.5583826287840155,0.10770561324170339,2.8905432248490346,0.10902040991270075,3.176879269504078,0.1124430540559767,3.4793402865976635,0.1854097150424003,20.48800581571512,pdb_mean,0.33069293157828056,1.6230385399927543,0.015729358349304515,-0.23225671144859814,0.019667125936465243,normal
1A0G,1A0G_A.pdb,1A0G_B.pdb,650.1289692990003,1.7677431008404987,0.10306699737402054,1.801409749455997,0.18186868302492495,3.481437888839797,0.3506356324234407,5.388411776697499,0.5543229775090501,5.00463510040399,0.5839269730397778,5.952719557414836,0.5918245931394523,6.048972978110819,0.48475342010283123,5.19591633111557,0.45983258621797346,6.7968481744388765,0.5879998573978484,15.79905939231244,1.3448021028778026,1.4193022801604236,0.02580232062156872,1.9030329003847757,0.1117814769844711,2.1821780362698773,0.10144335797085095,2.2020400749642906,0.08696739066801548,2.305562249626996,0.12348593030937352,2.2648217675613096,0.07445713510276308,2.294289242963656,0.0744363364653181,2.642214606355653,0.07632161633774572,3.1284573006637055,0.10270803281556182,2.8845395580761566,0.13740556416057995,19.94233642916285,pdb_mean,0.30807234046765897,1.558477167534275,0.019789291964868762,-0.1999364151887495,0.021848269559037695,weighted
1A0G,1A0G_A.pdb,1A0G_B.pdb,650.1289692990003,1.93025204044186,0.09656218022705576,1.9842951145975514,0.1880718296634896,3.778304938999925,0.3446223140961971,6.154855951870373,0.5440200049400833,5.56613224594286,0.5980489281922254,6.486092538781665,0.5978355416265644,6.7410147080791285,0.5094409999984324,5.368513179522859,0.4642734969961391,7.3628906136297925,0.49353662827771966,13.406928776684765,0.86173630060877,1.4395551316829123,0.024069400131431388,2.032524463757978,0.11204330517344352,2.2855184867444014,0.09825587717418793,2.2817051050834354,0.08860783417393385,2.3015821704914323,0.11071156747946728,2.2676312848126927,0.07185262338042349,2.2637487208782194,0.07170862123099025,2.706631199276769,0.07474436410683946,3.1779301040130377,0.08908876802685059,2.572991654445733,0.09304979698112568,19.94233642916285,pdb_mean,0.30807234046765897,1.5788290987276081,0.016412082004965155,-0.299350423,0.01795928439989217,normal
1A22,1A22_A.pdb,1A22_B.pdb,666.0875017410008,0.6088849409202861,0.05912094884735115,1.5458413912049531,0.17357797777474288,2.7685214668778446,0.24386855677874048,3.3138404816674614,0.23964389870242966,4.487480844852576,0.31570486577020085,4.77598175024195,0.3247034181791681,5.29342287071117,0.33426318161554075,6.772252675067164,0.37434237351822763,9.52475051124906,0.5696724079567015,6.799014916048017,0.315108086225952,1.5540268891928049,0.04026272907957055,1.6510596062684357,0.037694699649093756,1.7278550860158026,0.04436605341536426,1.6677803815041259,0.04281130221749515,2.071430673620347,0.07791828545034603,2.1744488596136162,0.0825944076418807,2.0130018821826936,0.05346512060092684,2.258234295170251,0.14886712579322414,2.323981444350871,0.14425668149952478,2.1378229538505336,0.09102580197697974,19.310621578631846,pdb_mean,0.2978926495429032,1.4712149556591467,0.017594841813228002,-0.2560250848737452,0.020691114935839774,weighted
1A22,1A22_A.pdb,1A22_B.pdb,666.0875017410008,0.6667179257726104,0.05820825095575338,1.3952979806108874,0.1591928455483144,2.9922781815187847,0.2551171448967494,3.2942297231309627,0.2409902010087286,4.324608800256804,0.30849774870650826,4.593299644792811,0.3209175678976074,4.95705910760532,0.3344223719575721,6.893362375303768,0.32542688270537407,9.367044336894274,0.39977685986485423,6.0898006260754745,0.1693922440068887,1.5403596621597828,0.03829485837962658,1.6570681501815274,0.03516735255634797,1.7321265504339738,0.04551531425927951,1.670826393160287,0.04319550969791855,2.0788482888983744,0.08075058569296042,2.231733642139501,0.08472379209619482,2.049116619320408,0.051404604447183776,2.430227271545406,0.10760435870953318,2.4698992913540994,0.11222188739387692,1.9479120509542762,0.04921809402084895,19.310621578631846,pdb_mean,0.2978926495429032,1.432350205483453,0.014900258427639432,-0.33162439215686285,0.01735296516669962,normal
1A2A,1A2A_C.pdb,1A2A_D.pdb,646.9011550739997,0.6237811346487082,0.033886400605090156,1.3820562313750515,0.1744697856847408,1.8963812346305553,0.24117538309729436,3.5211044934272793,0.32450648194959286,4.501882436224446,0.28523542815231545,5.020743007206673,0.3060838746066238,5.2131019249774235,0.28827378182444885,9.171597187203412,0.7277064904027873,14.415724244999817,1.0674733927798767,23.66529741315031,0.36148069641263586,1.5912029465400852,0.046532193208966906,1.7022597315377679,0.08204962617394325,1.9952179953017093,0.08194753279361254,2.3319046730973283,0.09436047766549988,2.39314302363534,0.07935461373105068,2.420705258391674,0.08338712654559824,2.4998037811083536,0.08728504352620611,2.7924961828196553,0.09435412623069848,2.2202563074485284,0.10458996574776508,2.0142120178217118,0.10600173828539937,14.459084814290435,pdb_mean,0.09953457587715549,1.5425230430008905,0.018639887046660645,-0.18721221305557237,0.020608709458253705,weighted
1A2A,1A2A_C.pdb,1A2A_D.pdb,646.9011550739997,0.6121420857001546,0.03121071541496257,1.4556203366545402,0.1722331308687904,2.018712726123419,0.24118626125895784,3.7788583334800747,0.3234694277076226,4.613027571274569,0.28242026150346117,5.002114520573359,0.298193329144287,4.968829408518701,0.26710217503699196,9.529281151431672,0.7411419907645462,15.700259708622907,0.9967653985848838,23.84922987152825,0.3070527764906008,1.542753282477351,0.04282612190872088,1.7475632921472057,0.08600036395135963,2.0899589450859706,0.08593025526951922,2.3673837370698365,0.09093732438228544,2.4954390165112192,0.08011909376482908,2.4746699230548104,0.07470936806290641,2.5066187177275783,0.08464505658102431,2.9321357844724845,0.0869738107760187,2.042049704449842,0.0921283007973086,1.9825206484295403,0.10102608579852083,14.459084814290435,pdb_mean,0.09953457587715549,1.5025833497963779,0.015162436655871761,-0.28886734764397903,0.01816599403148333,normal
1A2W,1A2W_A.pdb,1A2W_B.pdb,546.2469540900001,5.457381609369956,0.6875081597564573,5.893668365917221,0.5291402096164415,5.6821078589580285,0.44640564973872254,5.548843481693516,0.35616110780483007,4.310683659468368,0.39249205754042454,5.4488580647480145,0.48760662574813907,5.622763261300021,0.4759539749424173,4.873784739111822,0.3579682702477992,4.291233845939001,0.2731712404770799,24.67554164971994,3.674626506533136,2.2643287948866204,0.0948003716334175,2.2891839931010605,0.0653517855259847,2.3095713088071013,0.09185498459878286,2.033425511197327,0.06008535825530029,2.474668434822427,0.08645529795754749,2.634713132675557,0.07763682775414651,2.4155473218173658,0.08697844186585368,2.1814311821685846,0.07015949840352301,2.0824818258997007,0.04506144677455564,1.6070649063681601,0.05425275461075017,19.059059192832446,pdb_mean,0.4293310131966207,1.5188302736736379,0.015059684929475898,-0.16342201474890405,0.022151416580013107,weighted
1A2W,1A2W_A.pdb,1A2W_B.pdb,546.2469540900001,6.947735244632001,0.6152625088964209,5.71398834952993,0.48455218377630527,6.1356732015317705,0.40033764491918955,5.106317839446397,0.3288480317799856,4.372114832969124,0.3883004134483445,6.080157231747,0.5014958433338784,5.785066847688606,0.4673298520141612,4.802384104458234,0.32670260382483657,4.403133886134932,0.2691685146905375,37.60116332427936,2.8158366721546906,2.158440413292088,0.07216268758502076,2.2594653921120003,0.06194502469942738,2.390632493903258,0.09053014860582201,2.007207435275484,0.05316452340349408,2.3921185324301875,0.08147317630690629,2.55163368009499,0.07223684125578801,2.367301637298057,0.08481307370424006,2.0879671607859036,0.05706914298497734,2.079898857599103,0.04357231706916034,1.6097956059474354,0.04314609099753085,19.059059192832446,pdb_mean,0.4293310131966207,1.5338074251616176,0.012905265774981542,-0.230389984,0.01831235489349409,normal
