complex_name,protein1_file,protein2_file,elapsed_seconds,physical_ring1_mean,physical_ring1_uncertainty,physical_ring2_mean,physical_ring2_uncertainty,physical_ring3_mean,physical_ring3_uncertainty,physical_ring4_mean,physical_ring4_uncertainty,physical_ring5_mean,physical_ring5_uncertainty,physical_ring6_mean,physical_ring6_uncertainty,physical_ring7_mean,physical_ring7_uncertainty,physical_ring8_mean,physical_ring8_uncertainty,physical_ring9_mean,physical_ring9_uncertainty,physical_ring10_mean,physical_ring10_uncertainty,zernike_ring1_mean,zernike_ring1_uncertainty,zernike_ring2_mean,zernike_ring2_uncertainty,zernike_ring3_mean,zernike_ring3_uncertainty,zernike_ring4_mean,zernike_ring4_uncertainty,zernike_ring5_mean,zernike_ring5_uncertainty,zernike_ring6_mean,zernike_ring6_uncertainty,zernike_ring7_mean,zernike_ring7_uncertainty,zernike_ring8_mean,zernike_ring8_uncertainty,zernike_ring9_mean,zernike_ring9_uncertainty,zernike_ring10_mean,zernike_ring10_uncertainty,gyration_radius,gyration_radius_note,flatness,PC3,roughness,scalar_prod,scalar_prod_uncertainty,summary_type,radius
1A0G,1A0G_A.pdb,1A0G_B.pdb,650.1289692990003,1.93025204044186,0.0965621802270557,1.9842951145975516,0.1880718296634896,3.778304938999925,0.3446223140961971,6.154855951870373,0.5440200049400833,5.56613224594286,0.5980489281922254,6.486092538781665,0.5978355416265644,6.7410147080791285,0.5094409999984324,5.368513179522859,0.4642734969961391,7.362890613629792,0.4935366282777196,13.406928776684763,0.86173630060877,1.4395551316829125,0.0240694001314313,2.032524463757978,0.1120433051734435,2.2855184867444014,0.0982558771741879,2.2817051050834354,0.0886078341739338,2.3015821704914323,0.1107115674794672,2.2676312848126927,0.0718526233804234,2.2637487208782194,0.0717086212309902,2.706631199276769,0.0747443641068394,3.1779301040130377,0.0890887680268505,2.572991654445733,0.0930497969811256,19.94233642916285,pdb_mean,0.3080723404676589,-0.0048975999863098,5.630450597459172,-0.299350423,0.0179592843998921,normal,25.5599285131
1A22,1A22_A.pdb,1A22_B.pdb,666.0875017410008,0.6667179257726104,0.0582082509557533,1.3952979806108874,0.1591928455483144,2.9922781815187847,0.2551171448967494,3.2942297231309627,0.2409902010087286,4.324608800256804,0.3084977487065082,4.593299644792811,0.3209175678976074,4.95705910760532,0.3344223719575721,6.893362375303768,0.325426882705374,9.367044336894274,0.3997768598648542,6.0898006260754745,0.1693922440068887,1.5403596621597828,0.0382948583796265,1.6570681501815274,0.0351673525563479,1.7321265504339738,0.0455153142592795,1.670826393160287,0.0431955096979185,2.0788482888983744,0.0807505856929604,2.231733642139501,0.0847237920961948,2.049116619320408,0.0514046044471837,2.430227271545406,0.1076043587095331,2.4698992913541,0.1122218873938769,1.947912050954276,0.0492180940208489,19.31062157863185,pdb_mean,0.2978926495429032,-0.0158622606631553,4.762819913799683,-0.3316243921568628,0.0173529651666996,normal,27.5215862792
1A2A,1A2A_C.pdb,1A2A_D.pdb,646.9011550739997,0.6121420857001546,0.0312107154149625,1.4556203366545402,0.1722331308687904,2.018712726123419,0.2411862612589578,3.7788583334800743,0.3234694277076226,4.613027571274569,0.2824202615034611,5.002114520573359,0.298193329144287,4.968829408518701,0.2671021750369919,9.529281151431672,0.7411419907645462,15.700259708622909,0.9967653985848838,23.84922987152825,0.3070527764906008,1.542753282477351,0.0428261219087208,1.7475632921472055,0.0860003639513596,2.0899589450859706,0.0859302552695192,2.3673837370698365,0.0909373243822854,2.4954390165112192,0.080119093764829,2.4746699230548104,0.0747093680629064,2.5066187177275783,0.0846450565810243,2.9321357844724845,0.0869738107760187,2.042049704449842,0.0921283007973086,1.9825206484295403,0.1010260857985208,14.459084814290437,pdb_mean,0.0995345758771554,-0.0467567184511035,2.6077813587118945,-0.288867347643979,0.0181659940314833,normal,21.93357479
1A2W,1A2W_A.pdb,1A2W_B.pdb,546.2469540900001,6.947735244632001,0.6152625088964209,5.71398834952993,0.4845521837763052,6.1356732015317705,0.4003376449191895,5.106317839446397,0.3288480317799856,4.372114832969124,0.3883004134483445,6.080157231747,0.5014958433338784,5.785066847688606,0.4673298520141612,4.802384104458234,0.3267026038248365,4.403133886134932,0.2691685146905375,37.60116332427936,2.8158366721546906,2.158440413292088,0.0721626875850207,2.2594653921120003,0.0619450246994273,2.390632493903258,0.090530148605822,2.007207435275484,0.053164523403494,2.3921185324301875,0.0814731763069062,2.55163368009499,0.072236841255788,2.367301637298057,0.08481307370424,2.087967160785904,0.0570691429849773,2.079898857599103,0.0435723170691603,1.6097956059474354,0.0431460909975308,19.059059192832446,pdb_mean,0.4293310131966207,0.0108178500995593,5.352857010029679,-0.230389984,0.018312354893494,normal,34.7157378187
1A6D,1A6D_A.pdb,1A6D_B.pdb,523.1705555260005,,,,,12.036168786227538,0.7085626971926681,4.99753224217514,0.2362819779740994,5.17736978665464,0.3717125494471797,4.067413563238272,0.3027006698224552,4.354877870455933,0.3183485851242917,3.742419779049898,0.2944561574502474,3.6148587564784935,0.2701422296672692,5.700178007110004,0.0835657532954291,,,,,2.867586913540036,0.0731243515760387,2.2942784647186567,0.0885581726306485,2.363040360787104,0.0831838388335241,2.5404790835198265,0.0834179719693748,2.3879140813633164,0.0668857697247868,2.3743522557659484,0.0644473315330688,2.2300494930278534,0.0579977680048463,1.5999259886009845,0.0622696814502661,29.047177126495303,pdb_mean,0.1101961466868124,-0.0393365314777892,4.371895588250383,-0.2655324475,0.0201242518449203,normal,51.3079063034
1A6J,1A6J_A.pdb,1A6J_B.pdb,549.895738487,1.3318453271331916,0.0856582589078605,1.4605278666437842,0.0881157096690158,1.931535641539001,0.155955963269891,2.636770760286979,0.2125625953605677,3.138192877426044,0.2628331450984595,2.587952551984719,0.2076372229400606,3.603555397788422,0.2342511538531123,4.919987786561887,0.2764298954012282,7.354199526732918,0.4861123363436355,14.25360944069463,1.8529740261584509,1.4694820138104976,0.0238047796620071,1.753321278195329,0.0504615741442558,1.766247227572297,0.0547711651771616,2.050224774044788,0.0626991743206924,2.2274540830411045,0.072449542552722,2.11443395333741,0.0565617402728328,2.383561164115319,0.066593660156276,2.849078062705554,0.0866252575308257,3.4313631387886283,0.0723598758797632,3.855485885599865,0.197456643380341,14.553074062979432,pdb_mean,0.1448926034919734,-0.0171751522570065,3.009972160356979,-0.3309958352450469,0.0184770952446999,normal,21.0250281034
1A79,1A79_B.pdb,1A79_C.pdb,557.3452844939993,2.1650029191967395,0.0769389269715354,2.448461742597591,0.1815761260348337,3.2247389909930364,0.229318181096718,3.6840432462644537,0.2821063478754938,3.829351278597877,0.3557133969343774,4.047650303950651,0.3467178388357764,4.0870156081702325,0.3147729683466266,4.519360191229148,0.250055144664258,6.366006649134022,0.2918228768384632,29.21108068293076,0.7614502670198107,1.2886724789027273,0.0210674133511895,1.4958662194497796,0.0366429475310392,1.7340621898214272,0.0605966702986828,1.795410004011727,0.0565619098877365,2.091681080582793,0.0776565336931223,2.265968961490498,0.0706977013707467,2.5117288216462663,0.0738514029493106,2.949666148733852,0.0853705969047995,2.706868052837509,0.0787704463809715,2.10064121146904,0.0467003435925725,17.34832056388086,pdb_mean,0.1749314199378668,-0.1027776484187448,3.4652329103424497,-0.357623714,0.016084117470744,normal,21.907122797
1A99,1A99_C.pdb,1A99_D.pdb,556.3111510990002,0.4152185121139418,0.0254802507850191,0.3876879562692609,0.0211142965984211,1.0610922817753758,0.1053500370125838,1.9671874471483104,0.1950882596890599,3.182237652306086,0.2455227625120938,4.033410244510137,0.2666310381403577,4.832129160360949,0.2304214644706123,5.564777247527889,0.1383156346982479,9.75063679658385,0.5551177313577073,13.14644334741848,1.5018836116258922,1.05942677503423,0.041669583424108,1.2056120181517629,0.0379562212185972,1.3607086311908418,0.0339894887723915,1.7518480785679669,0.0427612195628623,2.210733839828397,0.0577380046424764,2.3135779277933235,0.056505519435053,2.28609345722842,0.074356675320216,2.260664468415924,0.087087502519877,1.372524095273433,0.044340225845237,1.2357950402443412,0.0552164839766269,20.053855346269778,pdb_mean,0.0714459547426205,-0.0027409190015552,1.930758429365307,-0.391729279120879,0.0183235829180502,normal,18.6600212051
1AA7,1AA7_A.pdb,1AA7_B.pdb,554.2701011119998,1.982620436848519,0.1718118248711697,1.700971065978084,0.1411767662197161,1.918615836109276,0.1600982013486023,2.3404962818999397,0.2098957476774033,2.797832359659271,0.2576944739247387,2.362118733835098,0.2250607863403443,4.305661852800345,0.31527176683463,5.595763101368613,0.3015242033162013,6.191838614090114,0.220707010114685,17.026245782467115,0.9408074025283862,2.021092822990711,0.0884754600903785,1.6756818918820184,0.0697080600765092,1.638596304483307,0.0563885079851466,1.6413181092964084,0.047048482204222,1.6850148019678906,0.059838923732814,2.178674781377312,0.0731543464838209,2.560560247802246,0.0675838229035261,2.3755229451647546,0.0742784236780348,2.443536294149413,0.0644808155479134,1.8507192995799444,0.0743381921106556,14.8064243048044,pdb_mean,0.083854655704819,0.0154934287503106,2.4420238525094327,-0.3124856994923857,0.0184700452816614,normal,21.3825206572
1AIH,1AIH_C.pdb,1AIH_D.pdb,561.1488188909998,6.923743748909971,0.4887749000547556,7.022406669913234,0.6113740382697681,5.43229227029264,0.4766145782105457,3.684901856628079,0.3563532559135545,4.118731377300527,0.3407319135115664,4.786885737158593,0.393226844847813,5.036823973431492,0.496211511910173,3.4574372864890983,0.2444801863446196,5.643946829195442,0.442669840249836,51.34759124714928,0.1184723598877253,2.4427020643195267,0.0657577356896887,2.9278913516489964,0.0691238986472048,2.4577856756486565,0.0763749987961153,2.102748355621917,0.0733316759398235,2.27178903497356,0.0903248297658796,1.9685241119926564,0.0725121742644779,2.464900649355221,0.0953453606797502,2.8492564599228745,0.0816468292629242,3.526973653501189,0.1022439799245963,2.372251303192777,0.0630171902715215,17.771226234030912,pdb_mean,0.4693615597480648,-0.0827981471909121,6.524060210807511,-0.214739933,0.0181450710012581,normal,29.2974503172
