complex name,J index
1A0G-8,0.0321285140562249
1A22-4,0.11764705882352941
1A2A-10,0.01935483870967742
1A2W-10,0.20095693779904306
1A6D-9,0.018867924528301886
1A6J-10,0.109375
1A79-6,0.053691275167785234
1A99-3,0.0
1AA7-2,0.050724637681159424
1AIH-10,0.19473684210526315
1AK4-10,0.015503875968992248
1ARZ-6,0.026785714285714284
1AUI-4,0.013953488372093023
1AVA-9,0.0
1AVX-4,0.0
1AVZ-8,0.0898876404494382
1AX4-7,0.05970149253731343
1AXI-5,0.08888888888888889
1AY7-7,0.01020408163265306
1AZ4-8,0.03260869565217391
1B27-2,0.09565217391304348
1B2S-4,0.10256410256410256
1B2U-3,0.1271186440677966
1B35-6,0.019305019305019305
1B3S-8,0.07339449541284404
1B47-1,0.016216216216216217
1B4K-5,0.13268608414239483
1B6C-10,0.14814814814814814
1B9L-2,0.0
1B9Y-7,0.06103286384976526
1BCP-10,0.030120481927710843
1BDF-3,0.16759776536312848
1BIH-4,0.0
1BJA-10,0.23140495867768596
1BKD-10,0.07272727272727272
1BO4-7,0.05699481865284974
1BO6-2,0.0
1BOU-2,0.0
1BPL-9,0.2099236641221374
1BPO-5,0.0
1BR1-9,0.07860262008733625
1BUH-6,0.061946902654867256
1BVN-5,0.13218390804597702
1C28-7,0.16326530612244897
1C3C-9,0.10612244897959183
1C3X-1,0.08376963350785341
1C7N-6,0.024
1C8N-10,0.024844720496894408
1C8U-8,0.078125
1C9T-7,0.11382113821138211
1CB7-10,0.11522633744855967
1CLI-7,0.01675977653631285
1CMV-9,0.12195121951219512
1CN3-2,0.062111801242236024
1CN4-1,0.0
1CP2-9,0.1524390243902439
1CQ3-6,0.0
1CQI-8,0.08695652173913043
1CS0-5,0.0
1CX8-4,0.0
1D1J-8,0.08411214953271028
1D2Z-7,0.112
1D3Y-5,0.14925373134328357
1D4X-10,0.05357142857142857
1D6R-1,0.15966386554621848
1D8H-8,0.044444444444444446
1D9E-6,0.02912621359223301
1DB2-1,0.0
1DBW-1,0.0
1DD1-9,0.0
1DDJ-1,0.0
1DE5-7,0.0625
1DGB-6,0.0
1DJS-10,0.0718562874251497
1DLE-2,0.01990049751243781
1DLT-9,0.15333333333333332
1DM5-4,0.0
1DM9-9,0.01680672268907563
1DNW-5,0.1171875
1DOH-8,0.037037037037037035
1DOS-5,0.1556420233463035
1DS8-6,0.0883054892601432
1DSX-6,0.0
1DXX-3,0.2076271186440678
1E0J-8,0.016835016835016835
1E0U-2,0.0
1E3U-5,0.0
1E44-6,0.12878787878787878
1E5Q-4,0.0
1E6E-4,0.01092896174863388
1E6V-10,0.0
1E8F-7,0.18075801749271136
1E96-3,0.0
1E9I-6,0.18695652173913044
1EAI-10,0.1984126984126984
1EAW-9,0.16101694915254236
1EF1-5,0.10743801652892562
1EF8-7,0.07894736842105263
1EFV-9,0.16293929712460065
1EHI-9,0.2462686567164179
1EI1-5,0.17664670658682635
1EJA-9,0.18248175182481752
1EJW-7,0.08024691358024691
1EK6-7,0.23776223776223776
1EL6-10,0.22943722943722944
1EM1-1,0.08275862068965517
1EM8-6,0.015748031496062992
1EMV-4,0.05128205128205128
1ERN-5,0.0
1ES0-7,0.18146718146718147
1ESM-6,0.0
1ETE-9,0.1
1EV7-8,0.0
1EWJ-10,0.0759493670886076
1EWY-8,0.13013698630136986
1EZ1-9,0.20318725099601595
1F06-5,0.029411764705882353
1F15-2,0.17218543046357615
1F28-8,0.22110552763819097
1F2U-5,0.22631578947368422
1F34-9,0.18269230769230768
1F37-7,0.16666666666666666
1F3M-8,0.048484848484848485
1F3T-3,0.0
1F3X-8,0.02127659574468085
1F45-6,0.03355704697986577
1F4J-2,0.11564625850340136
1F5M-7,0.0055248618784530384
1F5R-6,0.09009009009009009
1F5Z-2,0.0
1F6M-10,0.08074534161490683
1F8M-9,0.078125
1F9S-10,0.061855670103092786
1FB1-5,0.05612244897959184
1FBV-2,0.0
1FFW-10,0.0
1FK8-3,0.12217194570135746
1FLC-5,0.16549295774647887
1FNE-5,0.13993174061433447
1FQ1-6,0.060240963855421686
1FR8-10,0.0
1FS0-2,0.20434782608695654
1FT8-5,0.09836065573770492
1FT9-4,0.15763546798029557
1FUI-4,0.0
1FY8-7,0.09174311926605505
1FYF-6,0.03597122302158273
1FYH-8,0.01910828025477707
1FZR-5,0.18571428571428572
1FZW-8,0.0
1G0S-6,0.19727891156462585
1G0U-7,0.07317073170731707
1G21-8,0.026865671641791045
1G3I-9,0.05263157894736842
1G5G-6,0.12761020881670534
1G5H-6,0.01804123711340206
1G6Q-7,0.0
1G6V-4,0.0
1G6W-3,0.0
1G8K-4,0.10126582278481013
1G8M-3,0.08349900596421471
1G8R-5,0.14025974025974025
1G8Y-3,0.017543859649122806
1GCQ-5,0.07777777777777778
1GG2-9,0.0
1GGM-4,0.17333333333333334
1GGP-7,0.021834061135371178
1GH7-4,0.12660944206008584
1GHQ-4,0.04672897196261682
1GK0-3,0.15088757396449703
1GK2-5,0.053164556962025315
1GK9-10,0.11231101511879049
1GMW-8,0.140625
1GN4-2,0.10572687224669604
1GO4-5,0.2085889570552147
1GQA-6,0.2462686567164179
1GQG-5,0.0
1GQY-3,0.0
1GRN-5,0.07738095238095238
1GT7-8,0.021621621621621623
1GU9-2,0.0673076923076923
1GVM-3,0.06428571428571428
1GX7-6,0.2112676056338028
1GXD-6,0.043668122270742356
1GXJ-8,0.24342105263157895
1GY7-5,0.23529411764705882
1GZ3-9,0.0
1GZS-7,0.12571428571428572
1H0H-7,0.04332129963898917
1H18-5,0.0
1H1V-6,0.0
1H21-9,0.0410958904109589
1H2I-5,0.17063492063492064
1H2S-9,0.20394736842105263
1H2U-4,0.07657657657657657
1H3L-1,0.10784313725490197
1H6K-3,0.06936416184971098
1H74-5,0.0
1H81-4,0.0
1H9D-6,0.06875
1H9R-8,0.20915032679738563
1HBM-4,0.08978328173374613
1HBN-9,0.03803131991051454
1HBU-5,0.038314176245210725
1HE8-2,0.0
1HF2-5,0.15300546448087432
1HI9-3,0.007751937984496124
1HKQ-3,0.0
1HPU-3,0.0
1HWG-1,0.0
1HWL-4,0.03189066059225513
1HX5-2,0.13636363636363635
1HXH-1,0.10655737704918032
1HXM-7,0.13100436681222707
1HYR-2,0.028901734104046242
1I1A-4,0.0196078431372549
1I2M-2,0.01015228426395939
1I3O-10,0.1015625
1I50-9,0.12254901960784313
1I6O-10,0.06810035842293907
1I78-8,0.017341040462427744
1I7Q-9,0.0
1I7W-8,0.15040650406504066
1I8L-6,0.007194244604316547
1I9C-10,0.02631578947368421
1IAO-8,0.2028985507246377
1IAR-9,0.050359712230215826
1IC5-3,0.02912621359223301
1ICF-9,0.09523809523809523
1II2-5,0.0
1II8-9,0.19148936170212766
1IJF-5,0.11386138613861387
1IJL-5,0.1452991452991453
1IJX-8,0.05161290322580645
1IQP-7,0.0653061224489796
1IS7-7,0.10714285714285714
1IS8-9,0.060085836909871244
1ISG-10,0.16939890710382513
1ISS-4,0.0
1IT8-5,0.0036101083032490976
1IUG-7,0.23728813559322035
1IXQ-4,0.012422360248447204
1IY9-7,0.0
1IZ1-1,0.0
1J0E-6,0.0743801652892562
1J1E-5,0.2376237623762376
1J2W-9,0.0
1J31-8,0.05851063829787234
1J3K-3,0.0
1J3L-7,0.04132231404958678
1J3R-4,0.10849056603773585
1J4U-9,0.0
1J70-2,0.0
1J7D-4,0.0
1J7V-5,0.0
1JAY-4,0.12345679012345678
1JFM-7,0.02857142857142857
1JFQ-8,0.2131782945736434
1JG8-9,0.0663265306122449
1JIW-10,0.022222222222222223
1JKG-3,0.13574660633484162
1JKV-7,0.10622710622710622
1JMA-2,0.18471337579617833
1JMU-2,0.08227848101265822
1JNB-6,0.08681672025723473
1JNP-5,0.0
1JNY-6,0.0
1JNZ-6,0.09480122324159021
1JR3-4,0.0
1JS3-9,0.009070294784580499
1JTD-4,0.0
1JTG-9,0.1511627906976744
1JTO-8,0.07377049180327869
1JX7-1,0.07377049180327869
1JXQ-9,0.16494845360824742
1JYO-10,0.22972972972972974
1JZO-7,0.09574468085106383
1JZT-4,0.022099447513812154
1K0Z-2,0.19463087248322147
1K2E-10,0.14285714285714285
1K3R-2,0.023622047244094488
1K3S-9,0.14893617021276595
1K4R-4,0.0076045627376425855
1K5G-9,0.13025210084033614
1K6D-10,0.20987654320987653
1K7L-1,0.0
1K88-10,0.24848484848484848
1K93-4,0.07407407407407407
1KAC-9,0.0
1KAM-9,0.025252525252525252
1KAR-2,0.14977973568281938
1KBQ-6,0.23381294964028776
1KCA-2,0.10191082802547771
1KCF-7,0.17482517482517482
1KF9-4,0.0
1KHU-6,0.043243243243243246
1KHV-6,0.0
1KHW-4,0.0
1KI9-10,0.08955223880597014
1KIZ-7,0.19753086419753085
1KJN-7,0.05
1KM1-10,0.2185792349726776
1KNX-5,0.045774647887323945
1KSH-3,0.006060606060606061
1KTK-2,0.024691358024691357
1KTZ-4,0.032520325203252036
1KXJ-4,0.0
1KXP-7,0.041811846689895474
1KXQ-7,0.0650887573964497
1KXT-7,0.021739130434782608
1KXV-4,0.0
1KYQ-8,0.15355805243445692
1KZC-10,0.06315789473684211
1L0X-6,0.006134969325153374
1L0Y-5,0.0
1L4D-7,0.1095890410958904
1L4I-7,0.1497326203208556
1L4Z-5,0.15151515151515152
1L5X-9,0.07168458781362007
1L8D-5,0.0
1L8L-7,0.0
1LHR-5,0.08968609865470852
1LI1-9,0.03773584905660377
1LK5-6,0.0
1LKY-3,0.047619047619047616
1LM7-8,0.0
1LNY-2,0.0226628895184136
1LP1-8,0.24705882352941178
1LQM-8,0.10135135135135136
1LQW-5,0.064
1LSS-7,0.2198581560283688
1LT7-8,0.0
1LUA-3,0.0
1LW6-9,0.10714285714285714
1LX5-8,0.15862068965517243
1LX7-6,0.046875
1LYW-5,0.18565400843881857
1LZW-10,0.078125
1M10-10,0.08
1M1E-7,0.22702702702702704
1M1J-9,0.0
1M1T-6,0.13013698630136986
1M2B-10,0.06666666666666667
1M32-10,0.21304347826086956
1M34-1,0.0
1M7G-8,0.0
1M7H-10,0.24431818181818182
1M7U-8,0.0
1M9F-9,0.025
1MA9-7,0.07722007722007722
1MB2-10,0.06944444444444445
1MC3-4,0.015957446808510637
1MD0-10,0.22556390977443608
1MJT-8,0.0
1MKM-6,0.08878504672897196
1MOE-10,0.15948275862068967
1MPS-7,0.08823529411764706
1MQ8-4,0.0
1MR1-4,0.13846153846153847
1MTO-1,0.1152073732718894
1MV8-8,0.09523809523809523
1MWQ-6,0.23448275862068965
1MY7-9,0.1188118811881188
1N0L-8,0.11538461538461539
1N1E-3,0.038461538461538464
1N23-8,0.008849557522123894
1N2M-9,0.060240963855421686
1N7F-4,0.09243697478991597
1N80-8,0.12121212121212122
1N9E-4,0.10283159463487332
1N9S-4,0.23863636363636365
1NA1-9,0.0
1NBW-7,0.07692307692307693
1ND6-7,0.0
1NF3-10,0.08
1NHW-9,0.22023809523809523
1NJJ-10,0.0
1NKQ-3,0.24378109452736318
1NN4-7,0.0
1NNQ-6,0.22756410256410256
1NP3-7,0.1738095238095238
1NP6-9,0.12307692307692308
1NP8-1,0.033783783783783786
1NQ9-4,0.0
1NR7-9,0.0043859649122807015
1NR9-7,0.09659090909090909
1NU9-10,0.1902654867256637
1NVI-4,0.12781954887218044
1NVM-6,0.0
1NW2-3,0.17894736842105263
1NW9-5,0.18055555555555555
1NWW-7,0.24848484848484848
1NZ0-10,0.03225806451612903
1O0W-3,0.0
1O1N-4,0.09859154929577464
1O28-7,0.08333333333333333
1O4U-4,0.1762295081967213
1O57-9,0.11065573770491803
1O61-8,0.1902834008097166
1O63-6,0.0
1O9I-3,0.21782178217821782
1OA8-10,0.24867724867724866
1OAN-9,0.1054421768707483
1OB8-3,0.11627906976744186
1OCW-7,0.030303030303030304
1OCZ-5,0.0872093023255814
1OG6-9,0.08108108108108109
1OHV-4,0.03821656050955414
1OIA-10,0.0594059405940594
1OJ7-9,0.0
1OLP-1,0.005208333333333333
1OMZ-7,0.12994350282485875
1ONW-8,0.08636363636363636
1OP9-1,0.022556390977443608
1OPH-6,0.0
1OQ1-2,0.0
1OQB-4,0.025236593059936908
1OQJ-8,0.046296296296296294
1OR6-8,0.23976608187134502
1OR7-10,0.1925133689839572
1OS2-10,0.12781954887218044
1OSM-3,0.0
1OT8-7,0.20833333333333334
1OTU-3,0.0
1OTW-3,0.05241935483870968
1OW4-5,0.16822429906542055
1OYV-8,0.09740259740259741
1OZ7-9,0.2236024844720497
1P32-1,0.0
1P3H-7,0.06451612903225806
1P4O-7,0.009433962264150943
1P6X-9,0.22660098522167488
1P7G-3,0.10833333333333334
1P8C-4,0.045112781954887216
1P9L-3,0.0047169811320754715
1P9O-8,0.15447154471544716
1PB0-8,0.0
1PBI-9,0.224
1PCZ-5,0.03686635944700461
1PFF-4,0.19696969696969696
1PJS-5,0.12258064516129032
1PK1-6,0.024390243902439025
1PM3-10,0.22772277227722773
1PUI-3,0.0
1PVH-10,0.011976047904191617
1PYW-8,0.02127659574468085
1Q05-8,0.22099447513812154
1Q1L-6,0.022026431718061675
1Q23-4,0.04568527918781726
1Q52-4,0.15979381443298968
1Q57-1,0.0
1Q5H-5,0.2046783625730994
1Q5X-5,0.009259259259259259
1Q6I-3,0.05752212389380531
1Q74-6,0.00546448087431694
1QA9-1,0.0
1QAV-7,0.168141592920354
1QCB-5,0.136986301369863
1QE6-6,0.19811320754716982
1QEX-9,0.0
1QFH-4,0.17254901960784313
1QFX-4,0.06551724137931035
1QGE-7,0.18699186991869918
1QGT-9,0.2393617021276596
1QHH-10,0.10097719869706841
1QI1-9,0.0
1QI9-10,0.13004484304932734
1QJG-4,0.10416666666666667
1QJS-5,0.0
1QKI-5,0.0
1QL0-3,0.031446540880503145
1QM5-2,0.0
1QQ5-8,0.20930232558139536
1QQJ-6,0.15162454873646208
1QS4-8,0.02857142857142857
1QSO-8,0.1044776119402985
1QX5-2,0.16580310880829016
1QXN-6,0.18032786885245902
1QYN-5,0.1267605633802817
1R0K-4,0.10638297872340426
1R0R-3,0.05982905982905983
1R15-2,0.0
1R2F-5,0.1945945945945946
1R30-2,0.0
1R3K-2,0.0
1R3N-2,0.05504587155963303
1R52-3,0.0931174089068826
1R5I-3,0.0
1R7A-9,0.01293103448275862
1R7I-2,0.019559902200488997
1R8J-3,0.09540636042402827
1R8S-3,0.06
1RDF-4,0.0
1RER-10,0.061764705882352944
1RF8-7,0.20994475138121546
1RFZ-10,0.0125
1RHZ-8,0.18652849740932642
1RI8-6,0.0
1RJC-7,0.0
1RK4-2,0.004807692307692308
1RKE-7,0.046153846153846156
1RLI-2,0.12142857142857143
1RM0-3,0.06290672451193059
1RO7-1,0.03361344537815126
1RP7-9,0.11046511627906977
1RPN-8,0.04712041884816754
1RQD-3,0.07051282051282051
1RTY-10,0.022388059701492536
1RXD-8,0.016666666666666666
1RY7-9,0.046875
1RYI-7,0.0
1RYY-7,0.05787781350482315
1RZJ-1,0.06896551724137931
1RZP-9,0.018656716417910446
1S16-7,0.18110236220472442
1S1Q-1,0.16346153846153846
1S26-8,0.12962962962962962
1S3N-8,0.0
1S3Z-8,0.21739130434782608
1S4F-5,0.0
1S4K-9,0.17532467532467533
1S59-4,0.14705882352941177
1S8F-5,0.0
1S98-10,0.21428571428571427
1SBB-6,0.0
1SC6-10,0.0
1SDD-9,0.16176470588235295
1SFX-8,0.2
1SG4-5,0.06293706293706294
1SGJ-1,0.0
1SHQ-5,0.10501193317422435
1SHW-9,0.06474820143884892
1SHY-5,0.0
1SHZ-7,0.0
1SMO-9,0.1650485436893204
1SOJ-4,0.0
1SOT-2,0.03409090909090909
1SPB-7,0.12213740458015267
1SPI-2,0.15040650406504066
1SPP-6,0.072
1SQ0-2,0.07253886010362694
1SQ7-8,0.06282722513089005
1SQB-6,0.17346938775510204
1SQE-7,0.06818181818181818
1SQX-7,0.22566371681415928
1SR4-9,0.15343915343915343
1SR6-5,0.15300546448087432
1ST0-8,0.02356020942408377
1SU1-4,0.03676470588235294
1SUS-7,0.1881720430107527
1SUV-2,0.0390625
1SUW-10,0.035
1SV0-9,0.06666666666666667
1SYR-8,0.0
1SYX-9,0.0
1SZ2-5,0.0
1SZH-1,0.0
1SZQ-5,0.0
1T0H-7,0.08396946564885496
1T0P-6,0.007692307692307693
1T0R-2,0.05789473684210526
1T11-2,0.0
1T1L-4,0.0
1T1V-8,0.16
1T33-8,0.04743083003952569
1T3W-2,0.1503267973856209
