complex_name,protein1_file,protein2_file,elapsed_seconds,physical_ring1_mean,physical_ring1_uncertainty,physical_ring2_mean,physical_ring2_uncertainty,physical_ring3_mean,physical_ring3_uncertainty,physical_ring4_mean,physical_ring4_uncertainty,physical_ring5_mean,physical_ring5_uncertainty,physical_ring6_mean,physical_ring6_uncertainty,physical_ring7_mean,physical_ring7_uncertainty,physical_ring8_mean,physical_ring8_uncertainty,physical_ring9_mean,physical_ring9_uncertainty,physical_ring10_mean,physical_ring10_uncertainty,zernike_ring1_mean,zernike_ring1_uncertainty,zernike_ring2_mean,zernike_ring2_uncertainty,zernike_ring3_mean,zernike_ring3_uncertainty,zernike_ring4_mean,zernike_ring4_uncertainty,zernike_ring5_mean,zernike_ring5_uncertainty,zernike_ring6_mean,zernike_ring6_uncertainty,zernike_ring7_mean,zernike_ring7_uncertainty,zernike_ring8_mean,zernike_ring8_uncertainty,zernike_ring9_mean,zernike_ring9_uncertainty,zernike_ring10_mean,zernike_ring10_uncertainty,gyration_radius,gyration_radius_note,flatness,PC3,roughness,scalar_prod,scalar_prod_uncertainty,summary_type,radius,roughness_ring1,roughness_ring2,roughness_ring3,roughness_ring4,roughness_ring5,roughness_ring6,roughness_ring7,roughness_ring8,roughness_ring9,roughness_ring10
1A79-6,1A79-6_B.pdb,1A79-6_C.pdb,140.4017799919966,2.176060413024808,0.18525260338050742,2.2038385675584102,0.1420436591064325,2.4435854994667716,0.15452571087417447,2.1811826456060937,0.13377736655764688,2.45377807799505,0.14941126564799095,2.709226163547225,0.14827003875168487,2.9991315779014744,0.1578699077150605,2.551485768839619,0.13560055463851048,3.5808337677872504,0.12884177938814967,4.417682694013026,0.13898625449868737,1.8124279702670305,0.03013160774425806,1.8035149680658475,0.051958433889544006,2.0966159975482483,0.0682171563096767,2.156768035618165,0.05777803560631643,2.3953151257432275,0.0707533726392173,2.2080236151234898,0.07590546295121345,2.3336769625383855,0.09145501705841376,2.5279339039120696,0.09115820815328346,2.539522544460309,0.07223070257462454,2.2323686795986326,0.051407217994053324,17.348318202874484,pdb_mean,0.1600903507255771,0.00022317665447346702,3.4897864600814756,-0.308579033,0.016592371192587836,normal,20.342290768739417,1.1881087907053187,1.4243524230976103,2.6381516463719787,2.9173433383509306,3.1887754278583023,3.57014123719803,3.7388941809662692,3.0652296077297487,3.4937559995482323,2.4035480052648923
1A6J-10,1A6J-10_A.pdb,1A6J-10_B.pdb,142.26351386999886,3.316940324980248,0.1010960539299255,2.1454933875846067,0.09501592816128675,2.0227354537473374,0.12664465614799528,1.6565495525783476,0.0961046126060889,2.0255083779829746,0.13446771046907785,2.0215058846919445,0.14512550848729297,2.427298959201471,0.1507310332025145,2.8035394994618823,0.15198558992555983,3.6231314725252743,0.16492204135657723,4.578323203740652,0.12037393011534296,1.3026937228064221,0.02667272711754792,1.4945911354336698,0.03644157023505089,1.6611739579473912,0.05219988471684582,2.0459143600343457,0.06662663464137848,2.439263075540094,0.07468478818648536,2.5128721481304175,0.06946705183328515,2.606148146758402,0.09167911165572931,3.110797610247667,0.09105066565501052,3.0330176555877197,0.07720538646684885,3.31845057219283,0.054475862224116246,14.553075136396473,pdb_mean,0.12002069095831186,-0.007272712625708944,2.4640224585181296,-0.3492017213459517,0.017711604123044795,normal,15.785315625173602,0.5853210797097806,1.1339369931503174,1.5728666705210934,2.151998023438129,2.5958447296904956,2.321794674374574,1.8826615331968903,2.058475766381438,2.1711092476669687,1.9734075136303182
1A6D-9,1A6D-9_A.pdb,1A6D-9_B.pdb,142.76075599300384,,,3.6860285941276643,0.1511373819241327,3.552203155769498,0.1225246761434313,2.738939348915498,0.13813162120744626,2.416584753377362,0.1436160006892706,2.4270342707867094,0.150843484621631,2.3969272347072224,0.1629223924908337,2.5941953718935054,0.1436080915690487,3.3178022621647925,0.1453371847270537,4.855097928291039,0.0891519844442292,,,2.5104039188003004,0.034660772889726285,1.9610762397783477,0.05042202644215813,2.0261206600635213,0.059862223595871636,2.389253966267926,0.08416563831046978,2.599031092074475,0.10499242931825466,2.3892833314631323,0.08149387382397494,2.0855403251109057,0.07291297870440197,2.085767019997926,0.08362094819362806,1.9602601344330055,0.07856941842873326,29.047178967339093,pdb_mean,0.09220339788491683,0.02487529694809909,3.8442165658376717,-0.27528249,0.01717580600351957,normal,40.31733863027659,,1.0353348660316972,0.9613437203803128,2.4879007035901655,3.3500789036321588,4.057941043648325,2.371796082161505,2.594677327158029,3.0624416641193246,3.6321256019397326
1A0G-8,1A0G-8_A.pdb,1A0G-8_B.pdb,143.1714371459966,5.174465563519183,0.09141886516812296,2.9161324735651237,0.10048703603098508,2.1194487433655387,0.11635854959173961,2.31272345980608,0.15342969694183267,1.523568895022361,0.1339158835232081,2.0905822312206404,0.12036926452994601,2.965669665319989,0.16155212925453805,3.072270402949925,0.12570811996779463,3.826660273804468,0.13650134712350817,4.892636193256036,0.05486082051204551,1.9414700081688023,0.03353467704716725,2.282050457702017,0.07987373249114024,2.1260229426157764,0.07668598682825936,1.9077354827724016,0.0521039461473078,2.0207550333896322,0.05381823181958743,2.266048523279601,0.06581883638609456,2.176618411473417,0.07961636699636407,2.568747303396823,0.09508035646252218,2.158055811534364,0.04943388290368443,2.370678055067292,0.06482527877723424,19.942337472602787,pdb_mean,0.11584956558923537,0.09430400685411733,3.20420428457728,-0.4291951227364185,0.014668606399032344,normal,25.113706524329952,0.8923073417345931,1.7825028710969226,2.4488611013288817,2.3650683391550413,2.563387525544733,2.9950306635103523,3.4438190827745077,3.788210834565535,3.0186485653064024,1.3041302375545625
1A2W-10,1A2W-10_A.pdb,1A2W-10_B.pdb,144.8798977950064,3.19057915540708,0.11652736935547572,2.265249509866662,0.16268594017863539,2.1293178132838677,0.14266795029272467,2.8387087839240808,0.1422631826300927,3.303595366490561,0.13366094503367054,3.191482012497513,0.15608503166591492,2.5605036092911364,0.1553212209742114,4.320568585237553,0.09438243503435256,3.288082136454959,0.12093073123414974,3.8273711128440366,0.10723509877725523,1.7304269325353692,0.0381813082445864,2.238171126724335,0.0490396814487991,2.245787913037328,0.06901313969506473,1.9709709086756602,0.06527858467385576,2.024723952622224,0.05339508528525146,2.5519533683694333,0.04020632440066733,2.788922108705791,0.04779028274012025,1.6223865401377546,0.03975801453803994,2.2726128635466964,0.041227586000370936,2.7819935933038096,0.03613911115005019,19.05906301810161,pdb_mean,0.05474376645388097,-0.019325787190858312,2.82186206469,-0.292663591,0.016958232255042793,normal,45.99095840645103,1.2518580411440206,1.4195835911258576,2.1631006469077705,3.3423426147582798,3.005446583292831,2.298593103132973,2.6892209649708936,1.3434688569496678,2.4190389770158545,2.089906850119097
1A99-3,1A99-3_C.pdb,1A99-3_D.pdb,147.00019580499793,1.7658598925140736,0.09703558963941292,2.199235038459694,0.14618473215512137,2.757329567726523,0.12612704413420245,2.8917459443659896,0.13703849614869357,2.768266157254003,0.1372133876983515,2.332778369607056,0.12968308177990628,2.512404609519439,0.13449522232757627,2.5436195154477166,0.15012089170935317,3.138281159639594,0.13490804511548032,4.864691692588056,0.10131139096887379,1.9912388271693577,0.04962996380232091,1.7457124029914723,0.03832070561697367,2.0750372965239476,0.040253822908256215,2.103077004288996,0.056505273225606036,1.827538357778035,0.05669933903559478,1.803696150126202,0.055729432779737555,1.96875121720455,0.05718949012242271,2.114526347995544,0.0579441694822654,2.3412258944021067,0.06975824720552894,2.336173391500537,0.0466618048763765,20.053854096474083,pdb_mean,0.05164526095562498,-0.06655162033681261,2.162678129971142,-0.32762147300000005,0.016416561147453733,normal,31.79007289143085,1.295169073310672,1.4670142274918656,2.078090847620108,1.7970355155844633,1.5317109795133066,1.775085896152932,2.4353134318305285,1.6158078521809387,1.4014842749313565,0.9616465809455812
1A2A-10,1A2A-10_C.pdb,1A2A-10_D.pdb,151.44423762899532,3.1830577046437405,0.12392548995133323,1.9080791365900474,0.13185552809032158,2.048075961546626,0.12629797121361597,2.204146588608258,0.11829706170205241,2.5401265840426306,0.14346165774459535,2.386079313148257,0.11818723082020718,2.585682224974999,0.14561823518594796,2.5360417623431544,0.16576736984572665,2.7832181132428224,0.14397939611705907,4.549742223004432,0.13055081258587092,2.010729230455852,0.033137266978008346,2.7125864186954196,0.08598515929873227,2.465353089473435,0.0581667312117148,2.238688109910497,0.08312733037882224,2.1899280777021817,0.08723216079508313,2.1182038290889826,0.08324779982147124,2.4725489023689806,0.07359781478627239,2.8700634304284347,0.12738473593978358,3.294591093990223,0.12116335415091037,2.448669781559016,0.09162595125055778,14.459085280160028,pdb_mean,0.12488901067410606,-0.04430575448961416,3.0115080358428603,-0.42642894087665645,0.014997362791454945,normal,19.43912486454573,1.3119766892612335,2.1500462631553687,2.409221470476712,2.5402638010895,2.4651682779902826,2.053834791279397,2.572449727801593,3.4347161351691984,3.454725261408506,1.7480870858271238
1A22-4,1A22-4_A.pdb,1A22-4_B.pdb,152.4148945039924,1.4218054267860354,0.09429589032904498,1.7125462035651973,0.08700210148712553,2.1738529112266245,0.15121582009159967,2.381799507703998,0.134037818615501,2.8158199701325772,0.14733076083735847,2.864759482224045,0.1508085862507293,2.7751403875360467,0.14860667050930593,3.0390550179103943,0.16305284971176623,3.0006040443709385,0.13531509426672197,4.104949816568183,0.12385056462588254,1.6791879481291467,0.03527942637321018,1.6875615237913555,0.040297743426797455,1.7436481193674016,0.06910864796423208,1.9029457334340865,0.04926045102839015,1.9715158624046214,0.05759369403309592,2.161225990512914,0.05879145745279209,2.7733396027639987,0.10752097741272282,2.562697185889772,0.08389297362001474,2.501656032919053,0.060015496447999625,2.792947194935766,0.04404438169711443,19.31062405624946,pdb_mean,0.06436011606620211,0.026498727102150954,2.538461654944123,-0.322845167,0.016172160120869264,normal,29.711697817641475,1.134214288310746,1.279479110541966,1.8238673781918213,2.18733467261497,2.410171130152082,2.24136716227152,2.1401746413430036,1.8508627144131462,2.5142453740539836,1.7150060291753402
1AK4-10,1AK4-10_A.pdb,1AK4-10_D.pdb,141.72161230699567,1.1115080548298486,0.05573185658913937,0.7818536687594184,0.045404084790145,1.638931184743508,0.08564390994023412,1.4393557817651532,0.09041236079674422,2.4923311409515634,0.14920652400781867,2.549128990477905,0.14685097234900915,3.0413515840756435,0.13314071549162554,3.895109370293815,0.11006305784189493,4.6075827005780265,0.09132579250744098,4.996361069571783,0.08992492436199938,1.1459050760981115,0.014294579939076726,1.3280930802371325,0.023765309098743154,1.4654650441482868,0.03232018659251081,1.6923658407068933,0.05492090049437558,2.0205451075035805,0.08544974215255134,2.05725196724124,0.0637582720962706,2.511603025179906,0.0639274859235421,2.105723437501317,0.06012126228411363,1.843456859761464,0.033094538880761644,1.641691971376512,0.056527815865824435,15.321564556856632,pdb_mean,0.06496259016107608,-0.05196421184353672,2.092894931093659,-0.4739102379958246,0.0151913169120208,normal,21.470113082487906,0.9735549656194497,0.9941161531097442,0.9823045699049795,1.674909345141491,2.067326528797873,1.815819991525372,1.6069158175293845,1.6611027979267605,1.1770996297645873,0.4407743461984192
1AA7-2,1AA7-2_A.pdb,1AA7-2_B.pdb,146.35729741599062,0.7699978475054405,0.04732309040188027,0.9210076038525008,0.042219891387191025,0.7931182020009818,0.04678418942710042,0.9172866596978622,0.04703703182635696,1.5114856874089468,0.10656314089568948,2.328377617467189,0.14520714150557582,2.8300367456651685,0.1572896378776615,3.138908430211549,0.1533852549360159,4.2629034970148725,0.11113406160067366,5.054606248233121,0.065144658388503,1.1829586729689827,0.01622110750920422,1.3141690112062472,0.023396032464985197,1.61549209709073,0.029663171072209588,1.878486372790399,0.05451874196493254,2.0018372700524667,0.056693403209968796,2.1103044904926094,0.07112068322506096,2.038716267344178,0.058211677118493475,2.2531025563469145,0.0648050674171802,2.1471756625883343,0.042844016817994476,1.5821423864437936,0.03662381532074395,14.806428705844002,pdb_mean,0.11938507282607853,-0.018229177152979115,2.4795157825183396,-0.499765017507724,0.01625986453400417,normal,17.124922498559062,0.7780136662143661,1.0817273613342138,1.3159066966028223,1.523998148271004,1.9500129585285795,2.5439453661993303,2.4495128166269957,2.0317014176623904,1.289248863542766,1.2321503758440457
